Date,Open,High,Low,Close,Adj Close,Volume,Company,Year,Month,Day
1999-01-25,0.442708,0.458333,0.410156,0.453125,0.415743,51048000,4,1999,1,25
1999-01-26,0.458333,0.467448,0.411458,0.417969,0.383487,34320000,4,1999,1,26
1999-01-27,0.419271,0.429688,0.395833,0.416667,0.382293,24436800,4,1999,1,27
1999-01-28,0.416667,0.419271,0.41276,0.415365,0.381098,22752000,4,1999,1,28
1999-01-29,0.415365,0.416667,0.395833,0.395833,0.363177,24403200,4,1999,1,29
1999-02-01,0.395833,0.40625,0.395833,0.403646,0.370346,15470400,4,1999,2,1
1999-02-02,0.395833,0.40625,0.360677,0.372396,0.341674,26409600,4,1999,2,2
1999-02-03,0.367188,0.385417,0.364583,0.380208,0.348841,7512000,4,1999,2,3
1999-02-04,0.385417,0.411458,0.380208,0.401042,0.367957,18192000,4,1999,2,4
1999-02-05,0.407552,0.416667,0.397135,0.41276,0.378708,13684800,4,1999,2,5
1999-02-08,0.415365,0.416667,0.398438,0.398438,0.365567,15408000,4,1999,2,8
1999-02-09,0.40625,0.408854,0.377604,0.382813,0.351232,8697600,4,1999,2,9
1999-02-10,0.382813,0.393229,0.372396,0.378906,0.347647,14822400,4,1999,2,10
1999-02-11,0.380208,0.427083,0.380208,0.411458,0.377513,13224000,4,1999,2,11
1999-02-12,0.416667,0.4375,0.416667,0.434896,0.399018,10972800,4,1999,2,12
1999-02-16,0.442708,0.460938,0.393229,0.4375,0.401407,21100800,4,1999,2,16
1999-02-17,0.427083,0.432292,0.40625,0.414063,0.379903,6772800,4,1999,2,17
1999-02-18,0.427083,0.432292,0.408854,0.420573,0.385876,7070400,4,1999,2,18
1999-02-19,0.416667,0.442708,0.411458,0.434896,0.399018,7536000,4,1999,2,19
1999-02-22,0.442708,0.447917,0.414063,0.4375,0.401407,20524800,4,1999,2,22
1999-02-23,0.447917,0.467448,0.421875,0.458333,0.420521,13809600,4,1999,2,23
1999-02-24,0.526042,0.546875,0.483073,0.494792,0.453972,61276800,4,1999,2,24
1999-02-25,0.515625,0.53125,0.471354,0.479167,0.439636,14913600,4,1999,2,25
1999-02-26,0.484375,0.5,0.453125,0.457031,0.419327,17260800,4,1999,2,26
1999-03-01,0.46875,0.479167,0.4375,0.459635,0.421716,9216000,4,1999,3,1
1999-03-02,0.458333,0.460938,0.447917,0.455729,0.418132,5524800,4,1999,3,2
1999-03-03,0.458333,0.458333,0.421875,0.424479,0.38946,6139200,4,1999,3,3
1999-03-04,0.445313,0.447917,0.411458,0.415365,0.381098,5736000,4,1999,3,4
1999-03-05,0.419271,0.440104,0.419271,0.438802,0.402601,7876800,4,1999,3,5
1999-03-08,0.427083,0.458333,0.419271,0.445313,0.408575,7588800,4,1999,3,8
1999-03-09,0.44401,0.466146,0.44401,0.459635,0.421716,14318400,4,1999,3,9
1999-03-10,0.466146,0.466146,0.445313,0.451823,0.414548,23534400,4,1999,3,10
1999-03-11,0.44401,0.451823,0.432292,0.432292,0.396629,5428800,4,1999,3,11
1999-03-12,0.434896,0.434896,0.416667,0.424479,0.38946,9076800,4,1999,3,12
1999-03-15,0.434896,0.447917,0.432292,0.442708,0.406185,10881600,4,1999,3,15
1999-03-16,0.445313,0.450521,0.424479,0.428385,0.393044,7915200,4,1999,3,16
1999-03-17,0.432292,0.440104,0.420573,0.43099,0.395434,5136000,4,1999,3,17
1999-03-18,0.432292,0.442708,0.421875,0.436198,0.400212,4632000,4,1999,3,18
1999-03-19,0.434896,0.450521,0.434896,0.4375,0.401407,10531200,4,1999,3,19
1999-03-22,0.446615,0.447917,0.424479,0.424479,0.38946,3667200,4,1999,3,22
1999-03-23,0.427083,0.427083,0.390625,0.398438,0.365567,16396800,4,1999,3,23
1999-03-24,0.395833,0.398438,0.380208,0.395833,0.363177,6086400,4,1999,3,24
1999-03-25,0.394531,0.416667,0.393229,0.401042,0.367957,4032000,4,1999,3,25
1999-03-26,0.40625,0.4375,0.40625,0.436198,0.400212,8827200,4,1999,3,26
1999-03-29,0.449219,0.459635,0.441406,0.449219,0.412159,6595200,4,1999,3,29
1999-03-30,0.450521,0.454427,0.408854,0.411458,0.377513,6950400,4,1999,3,30
1999-03-31,0.424479,0.445313,0.404948,0.440104,0.403796,15360000,4,1999,3,31
1999-04-01,0.440104,0.442708,0.419271,0.427083,0.391849,3043200,4,1999,4,1
1999-04-05,0.421875,0.432292,0.411458,0.414063,0.379903,9864000,4,1999,4,5
1999-04-06,0.417969,0.419271,0.395833,0.403646,0.370346,6969600,4,1999,4,6
1999-04-07,0.40625,0.440104,0.403646,0.4375,0.401407,8928000,4,1999,4,7
1999-04-08,0.440104,0.458333,0.434896,0.445313,0.408575,13012800,4,1999,4,8
1999-04-09,0.447917,0.447917,0.434896,0.4375,0.401407,4862400,4,1999,4,9
1999-04-12,0.432292,0.432292,0.411458,0.419271,0.384682,3331200,4,1999,4,12
1999-04-13,0.427083,0.427083,0.395833,0.402344,0.369151,3614400,4,1999,4,13
1999-04-14,0.401042,0.410156,0.390625,0.390625,0.358399,4828800,4,1999,4,14
1999-04-15,0.401042,0.401042,0.390625,0.401042,0.367957,3585600,4,1999,4,15
1999-04-16,0.398438,0.420573,0.398438,0.414063,0.379903,3892800,4,1999,4,16
1999-04-19,0.419271,0.419271,0.390625,0.395833,0.363177,3129600,4,1999,4,19
1999-04-20,0.395833,0.411458,0.384115,0.388021,0.35601,6768000,4,1999,4,20
1999-04-21,0.388021,0.395833,0.385417,0.394531,0.361983,3748800,4,1999,4,21
1999-04-22,0.395833,0.395833,0.373698,0.377604,0.346452,22718400,4,1999,4,22
1999-04-23,0.376302,0.377604,0.356771,0.359375,0.329727,12604800,4,1999,4,23
1999-04-26,0.359375,0.364583,0.333333,0.341146,0.313002,12350400,4,1999,4,26
1999-04-27,0.348958,0.380208,0.34375,0.377604,0.346452,22694400,4,1999,4,27
1999-04-28,0.380208,0.380208,0.363281,0.375,0.344063,12009600,4,1999,4,28
1999-04-29,0.376302,0.377604,0.367188,0.375,0.344063,4814400,4,1999,4,29
1999-04-30,0.378906,0.395833,0.376302,0.380208,0.348841,9931200,4,1999,4,30
1999-05-03,0.384115,0.384115,0.372396,0.382813,0.351232,3384000,4,1999,5,3
1999-05-04,0.382813,0.382813,0.354167,0.361979,0.332116,9604800,4,1999,5,4
1999-05-05,0.364583,0.369792,0.34375,0.369792,0.339285,14457600,4,1999,5,5
1999-05-06,0.367188,0.375,0.351563,0.36263,0.332714,3561600,4,1999,5,6
1999-05-07,0.351563,0.367188,0.351563,0.364583,0.334505,2500800,4,1999,5,7
1999-05-10,0.361979,0.372396,0.361979,0.364583,0.334505,1968000,4,1999,5,10
1999-05-11,0.380208,0.395833,0.372396,0.384115,0.352426,17174400,4,1999,5,11
1999-05-12,0.388021,0.397135,0.382813,0.395833,0.363177,16848000,4,1999,5,12
1999-05-13,0.395833,0.40625,0.394531,0.395833,0.363177,6993600,4,1999,5,13
1999-05-14,0.395833,0.395833,0.369792,0.375,0.344063,2846400,4,1999,5,14
1999-05-17,0.369792,0.393229,0.36849,0.393229,0.360788,3576000,4,1999,5,17
1999-05-18,0.397135,0.416667,0.385417,0.411458,0.377513,15153600,4,1999,5,18
1999-05-19,0.429688,0.445313,0.386719,0.393229,0.360788,45172800,4,1999,5,19
1999-05-20,0.395833,0.395833,0.347656,0.361979,0.332116,17817600,4,1999,5,20
1999-05-21,0.356771,0.356771,0.34375,0.354167,0.324949,30350400,4,1999,5,21
1999-05-24,0.356771,0.364583,0.347656,0.352865,0.323754,16262400,4,1999,5,24
1999-05-25,0.354167,0.359375,0.351563,0.355469,0.326143,13008000,4,1999,5,25
1999-05-26,0.354167,0.372396,0.354167,0.354167,0.324949,10473600,4,1999,5,26
1999-05-27,0.356771,0.356771,0.351563,0.351563,0.32256,8232000,4,1999,5,27
1999-05-28,0.356771,0.356771,0.351563,0.355469,0.326143,8865600,4,1999,5,28
1999-06-01,0.354167,0.356771,0.348958,0.356771,0.327338,9854400,4,1999,6,1
1999-06-02,0.356771,0.356771,0.34375,0.34375,0.315391,13012800,4,1999,6,2
1999-06-03,0.352865,0.355469,0.348958,0.352865,0.323754,4156800,4,1999,6,3
1999-06-04,0.355469,0.356771,0.352865,0.355469,0.326143,7891200,4,1999,6,4
1999-06-07,0.357422,0.364583,0.356771,0.359375,0.329727,12513600,4,1999,6,7
1999-06-08,0.360677,0.375,0.359375,0.36849,0.33809,15331200,4,1999,6,8
1999-06-09,0.369792,0.382813,0.369792,0.375,0.344063,9518400,4,1999,6,9
1999-06-10,0.375,0.377604,0.372396,0.376302,0.345258,3609600,4,1999,6,10
1999-06-11,0.376302,0.377604,0.355469,0.36849,0.33809,6100800,4,1999,6,11
1999-06-14,0.369141,0.369792,0.351563,0.354167,0.324949,5164800,4,1999,6,14
1999-06-15,0.354167,0.356771,0.348958,0.354167,0.324949,4929600,4,1999,6,15
1999-06-16,0.359375,0.375,0.354167,0.364583,0.334505,6441600,4,1999,6,16
1999-06-17,0.361979,0.367188,0.354167,0.354167,0.324949,7492800,4,1999,6,17
1999-06-18,0.356771,0.356771,0.341146,0.341146,0.313002,15873600,4,1999,6,18
1999-06-21,0.351563,0.359375,0.342122,0.359375,0.329727,8347200,4,1999,6,21
1999-06-22,0.359375,0.359375,0.345052,0.352865,0.323754,19305600,4,1999,6,22
1999-06-23,0.348958,0.359375,0.345052,0.359375,0.329727,21091200,4,1999,6,23
1999-06-24,0.361979,0.361979,0.348958,0.351563,0.32256,11520000,4,1999,6,24
1999-06-25,0.348958,0.360677,0.348958,0.356771,0.327338,7353600,4,1999,6,25
1999-06-28,0.36849,0.36849,0.354167,0.361979,0.332116,10915200,4,1999,6,28
1999-06-29,0.367188,0.371094,0.361979,0.365885,0.3357,9268800,4,1999,6,29
1999-06-30,0.377604,0.398438,0.369792,0.398438,0.365567,26923200,4,1999,6,30
1999-07-01,0.398438,0.398438,0.356771,0.377604,0.346452,8899200,4,1999,7,1
1999-07-02,0.382813,0.404948,0.375,0.404948,0.37154,22488000,4,1999,7,2
1999-07-06,0.408854,0.408854,0.401042,0.40625,0.372735,19809600,4,1999,7,6
1999-07-07,0.408854,0.408854,0.398438,0.398438,0.365567,6312000,4,1999,7,7
1999-07-08,0.401042,0.414063,0.388021,0.407552,0.37393,18604800,4,1999,7,8
1999-07-09,0.40625,0.445313,0.40625,0.442057,0.405588,21172800,4,1999,7,9
1999-07-12,0.46875,0.481771,0.450521,0.46224,0.424106,40104000,4,1999,7,12
1999-07-13,0.467448,0.470052,0.442708,0.463542,0.4253,13886400,4,1999,7,13
1999-07-14,0.463542,0.473958,0.442708,0.445313,0.408575,13795200,4,1999,7,14
1999-07-15,0.449219,0.463542,0.447917,0.447917,0.410964,13704000,4,1999,7,15
1999-07-16,0.455729,0.460938,0.447917,0.457031,0.419327,10387200,4,1999,7,16
1999-07-19,0.458333,0.459635,0.442708,0.445313,0.408575,4363200,4,1999,7,19
1999-07-20,0.445313,0.445313,0.421875,0.4375,0.401407,17875200,4,1999,7,20
1999-07-21,0.432292,0.432292,0.411458,0.424479,0.38946,11208000,4,1999,7,21
1999-07-22,0.421875,0.421875,0.401042,0.404948,0.37154,21326400,4,1999,7,22
1999-07-23,0.403646,0.416667,0.403646,0.404948,0.37154,8025600,4,1999,7,23
1999-07-26,0.415365,0.415365,0.40625,0.40625,0.372735,6052800,4,1999,7,26
1999-07-27,0.40625,0.408854,0.401042,0.407552,0.37393,9859200,4,1999,7,27
1999-07-28,0.40625,0.419271,0.404948,0.414063,0.379903,24422400,4,1999,7,28
1999-07-29,0.40625,0.419271,0.403646,0.417969,0.383487,38880000,4,1999,7,29
1999-07-30,0.417969,0.429688,0.416667,0.419271,0.384682,45230400,4,1999,7,30
1999-08-02,0.419271,0.424479,0.416667,0.423177,0.388266,31334400,4,1999,8,2
1999-08-03,0.423177,0.423177,0.408854,0.41276,0.378708,25521600,4,1999,8,3
1999-08-04,0.415365,0.416667,0.411458,0.41276,0.378708,8995200,4,1999,8,4
1999-08-05,0.41276,0.419271,0.40625,0.419271,0.384682,24057600,4,1999,8,5
1999-08-06,0.417969,0.420573,0.416667,0.419271,0.384682,18398400,4,1999,8,6
1999-08-09,0.420573,0.424479,0.416667,0.419271,0.384682,3105600,4,1999,8,9
1999-08-10,0.421875,0.445313,0.419271,0.427083,0.391849,21206400,4,1999,8,10
1999-08-11,0.434896,0.460938,0.429688,0.455729,0.418132,19771200,4,1999,8,11
1999-08-12,0.458333,0.489583,0.455729,0.477865,0.438442,23961600,4,1999,8,12
1999-08-13,0.473958,0.483073,0.46875,0.472656,0.433663,8467200,4,1999,8,13
1999-08-16,0.476563,0.476563,0.438802,0.454427,0.416937,22344000,4,1999,8,16
1999-08-17,0.455729,0.463542,0.44401,0.455729,0.418132,19353600,4,1999,8,17
1999-08-18,0.450521,0.471354,0.441406,0.466146,0.42769,27988800,4,1999,8,18
1999-08-19,0.498698,0.591146,0.481771,0.565104,0.518484,196699200,4,1999,8,19
1999-08-20,0.566406,0.570313,0.539063,0.559896,0.513705,35308800,4,1999,8,20
1999-08-23,0.552083,0.552083,0.507813,0.526042,0.482644,50798400,4,1999,8,23
1999-08-24,0.518229,0.528646,0.492188,0.523438,0.480255,39806400,4,1999,8,24
1999-08-25,0.52474,0.529948,0.5,0.520833,0.477865,35035200,4,1999,8,25
1999-08-26,0.520833,0.528646,0.505208,0.513021,0.470697,27537600,4,1999,8,26
1999-08-27,0.523438,0.5625,0.520833,0.541667,0.49698,55238400,4,1999,8,27
1999-08-30,0.550781,0.561198,0.516927,0.539714,0.495188,15864000,4,1999,8,30
1999-08-31,0.541667,0.588542,0.53125,0.585938,0.537599,78686400,4,1999,8,31
1999-09-01,0.585938,0.585938,0.549479,0.558594,0.512511,56534400,4,1999,9,1
1999-09-02,0.540365,0.554688,0.528646,0.552083,0.506537,34108800,4,1999,9,2
1999-09-03,0.5625,0.570313,0.552083,0.55599,0.510122,25886400,4,1999,9,3
1999-09-07,0.565104,0.565104,0.550781,0.553385,0.507731,12441600,4,1999,9,7
1999-09-08,0.554688,0.558594,0.552083,0.552083,0.506537,17006400,4,1999,9,8
1999-09-09,0.557292,0.561198,0.533854,0.544271,0.499369,20947200,4,1999,9,9
1999-09-10,0.553385,0.559896,0.549479,0.552083,0.506537,16742400,4,1999,9,10
1999-09-13,0.554688,0.554688,0.528646,0.533854,0.489812,17443200,4,1999,9,13
1999-09-14,0.533854,0.533854,0.515625,0.518229,0.475476,25036800,4,1999,9,14
1999-09-15,0.511719,0.528646,0.507813,0.522135,0.47906,21273600,4,1999,9,15
1999-09-16,0.515625,0.520833,0.502604,0.509115,0.467114,15811200,4,1999,9,16
1999-09-17,0.505859,0.510417,0.489583,0.507813,0.465919,17164800,4,1999,9,17
1999-09-20,0.498698,0.505208,0.489583,0.489583,0.449193,22910400,4,1999,9,20
1999-09-21,0.479167,0.481771,0.436198,0.442708,0.406185,73732800,4,1999,9,21
1999-09-22,0.442708,0.455729,0.416667,0.453125,0.415743,37598400,4,1999,9,22
1999-09-23,0.454427,0.455729,0.411458,0.415365,0.381098,37958400,4,1999,9,23
1999-09-24,0.416667,0.427083,0.348958,0.377604,0.346452,68491200,4,1999,9,24
1999-09-27,0.402344,0.408854,0.377604,0.401042,0.367957,43200000,4,1999,9,27
1999-09-28,0.401693,0.442708,0.401042,0.4375,0.401407,41318400,4,1999,9,28
1999-09-29,0.446615,0.463542,0.395833,0.402344,0.369151,59404800,4,1999,9,29
1999-09-30,0.416667,0.429688,0.395833,0.401042,0.367957,34252800,4,1999,9,30
1999-10-01,0.394531,0.408854,0.377604,0.398438,0.365567,34776000,4,1999,10,1
1999-10-04,0.411458,0.41276,0.401042,0.40625,0.372735,17760000,4,1999,10,4
1999-10-05,0.40625,0.447917,0.40625,0.445313,0.408575,47808000,4,1999,10,5
1999-10-06,0.446615,0.520833,0.442708,0.498698,0.457556,150873600,4,1999,10,6
1999-10-07,0.519531,0.519531,0.463542,0.466146,0.42769,48729600,4,1999,10,7
1999-10-08,0.466146,0.503906,0.447917,0.489583,0.449193,39892800,4,1999,10,8
1999-10-11,0.49349,0.494792,0.463542,0.476563,0.437247,54446400,4,1999,10,11
1999-10-12,0.479167,0.484375,0.46875,0.470052,0.431273,32299200,4,1999,10,12
1999-10-13,0.464844,0.464844,0.447917,0.457031,0.419327,28036800,4,1999,10,13
1999-10-14,0.458333,0.458333,0.442708,0.447917,0.410964,19233600,4,1999,10,14
1999-10-15,0.425781,0.447917,0.424479,0.445313,0.408575,21072000,4,1999,10,15
1999-10-18,0.446615,0.446615,0.419271,0.421875,0.387071,21518400,4,1999,10,18
1999-10-19,0.434896,0.434896,0.397135,0.404948,0.37154,30892800,4,1999,10,19
1999-10-20,0.411458,0.424479,0.404948,0.419271,0.384682,34872000,4,1999,10,20
1999-10-21,0.417969,0.438802,0.40625,0.438802,0.402601,38212800,4,1999,10,21
1999-10-22,0.4375,0.46224,0.4375,0.449219,0.412159,28675200,4,1999,10,22
1999-10-25,0.446615,0.453125,0.427083,0.427083,0.391849,21384000,4,1999,10,25
1999-10-26,0.445313,0.484375,0.442708,0.46875,0.430079,48124800,4,1999,10,26
1999-10-27,0.471354,0.473958,0.440104,0.447917,0.410964,21412800,4,1999,10,27
1999-10-28,0.450521,0.458333,0.424479,0.427083,0.391849,22276800,4,1999,10,28
1999-10-29,0.432292,0.46875,0.429688,0.460938,0.422911,33052800,4,1999,10,29
1999-11-01,0.453125,0.507813,0.453125,0.489583,0.449193,78254400,4,1999,11,1
1999-11-02,0.498698,0.523438,0.494792,0.520833,0.477865,83750400,4,1999,11,2
1999-11-03,0.541667,0.585938,0.53776,0.571615,0.524458,201168000,4,1999,11,3
1999-11-04,0.578125,0.623698,0.578125,0.608073,0.557908,126033600,4,1999,11,4
1999-11-05,0.625,0.630208,0.559896,0.588542,0.539988,61636800,4,1999,11,5
1999-11-08,0.570313,0.622396,0.552083,0.605469,0.555519,47001600,4,1999,11,8
1999-11-09,0.604167,0.606771,0.572917,0.596354,0.547156,27235200,4,1999,11,9
1999-11-10,0.598307,0.598958,0.579427,0.591146,0.542377,14404800,4,1999,11,10
1999-11-11,0.591146,0.664063,0.578125,0.632813,0.580607,56270400,4,1999,11,11
1999-11-12,0.660156,0.666667,0.622396,0.666667,0.611668,50150400,4,1999,11,12
1999-11-15,0.671224,0.691406,0.643229,0.653646,0.599721,36220800,4,1999,11,15
1999-11-16,0.669271,0.729167,0.666667,0.716146,0.657065,72379200,4,1999,11,16
1999-11-17,0.729167,0.78125,0.71875,0.74349,0.682153,78638400,4,1999,11,17
1999-11-18,0.759115,0.765625,0.739583,0.746094,0.684542,23596800,4,1999,11,18
1999-11-19,0.835938,0.924479,0.833333,0.893229,0.819539,216518400,4,1999,11,19
1999-11-22,0.916016,0.916667,0.838542,0.891927,0.818344,54019200,4,1999,11,22
1999-11-23,0.800781,0.83724,0.791667,0.828125,0.759806,55324800,4,1999,11,23
1999-11-24,0.824219,0.833333,0.740885,0.802083,0.735912,40684800,4,1999,11,24
1999-11-26,0.794271,0.802083,0.770833,0.796875,0.731134,7176000,4,1999,11,26
1999-11-29,0.794271,0.804688,0.75,0.768229,0.704851,29860800,4,1999,11,29
1999-11-30,0.770833,0.783854,0.721354,0.721354,0.661843,31468800,4,1999,11,30
1999-12-01,0.721354,0.768229,0.721354,0.757813,0.695294,22353600,4,1999,12,1
1999-12-02,0.760417,0.824219,0.760417,0.813802,0.746664,30988800,4,1999,12,2
1999-12-03,0.821615,0.835938,0.783854,0.794271,0.728745,34276800,4,1999,12,3
1999-12-06,0.796875,0.820313,0.796875,0.816406,0.749054,17860800,4,1999,12,6
1999-12-07,0.822917,0.824219,0.757813,0.789063,0.723966,18638400,4,1999,12,7
1999-12-08,0.786458,0.832031,0.783854,0.824219,0.756222,20169600,4,1999,12,8
1999-12-09,0.822917,0.84375,0.770833,0.799479,0.733523,21494400,4,1999,12,9
1999-12-10,0.813802,0.817708,0.776042,0.790365,0.725161,9830400,4,1999,12,10
1999-12-13,0.78125,0.808594,0.770833,0.78776,0.722771,18384000,4,1999,12,13
1999-12-14,0.789063,0.808594,0.766927,0.77474,0.710825,27388800,4,1999,12,14
1999-12-15,0.769531,0.773438,0.731771,0.75,0.688126,20596800,4,1999,12,15
1999-12-16,0.753906,0.765625,0.742188,0.744792,0.683348,13257600,4,1999,12,16
1999-12-17,0.765625,0.795573,0.761719,0.783854,0.719187,26208000,4,1999,12,17
1999-12-20,0.785156,0.864258,0.757813,0.848958,0.77892,40243200,4,1999,12,20
1999-12-21,0.848958,0.886719,0.817708,0.885417,0.812371,38836800,4,1999,12,21
1999-12-22,0.888021,0.916667,0.854167,0.90625,0.831486,25118400,4,1999,12,22
1999-12-23,0.907552,0.96875,0.903646,0.966146,0.88644,28022400,4,1999,12,23
1999-12-27,0.986979,0.988281,0.919271,0.929688,0.85299,20241600,4,1999,12,27
